University,Faculty name,Year of BS,University BS,State BS,Country BS,Category US BS,Year of MS,University MS,State MS,Country MS,Category US MS,Year of Phd,University Phd,State Phd,Country Phd,Category US Phd,Year of PostDoc,University PostDoc,State PostDoc,Country PostDoc,Category US PstDoc,Year Asst. Prof,Area,Category Area,University Asst. Prof,Category University (Rank),Citation,,,,,,RAW Data,RAW Data,RAW Data,RAW Data,RAW Data,,,,,
Massachusetts Institute of Technology,Devavrat Shah,,Indian Institute of Technology - Bombay - India,,Bombay - India,0,,,,,0,,Stanford University - USA,,USA,1,,,,,0,2005,Networks & Communications,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Dina Katabi,,Damascus University - Syria,,Syria,0,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2003,Networks & Communications,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Elfar Adalsteinsson,,University of Iceland - Iceland,,Iceland,0,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,,,,0,2004,Hardware & Architecture,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Frederick Hennie III,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,,Multimedia,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Fredo Durand,,,,,0,,,,,0,,University of Grenoble - France,,France,0,,Massachusetts Institute of Technology - USA,MA,USA,1,2002,Computer Vision,3,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,George Verghese,,Indian Institute of Technology - Madras - India,,Madras - India,0,,North Carolina State University - USA,NC,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,1977,Networks & Communications,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Gerald Sussman,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,,Massachusetts Institute of Technology - USA,,USA,1,,,,,0,,Programming Languages,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Hal Abelson,,Princeton University - USA,NJ,USA,1,,Princeton University - USA,NJ,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,,Artificial Intelligence,1,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Hari Balakrishnan,,Indian Institute of Technology - Madras - India,,Madras - India,0,,Indian Institute of Technology - Madras - India,,Madras - India,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,,Networks & Communications,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jae Lim,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,1978,Natural Language & Speech,6,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Joel Moses,,,,,0,,,,,0,,Massachusetts Institute of Technology - USA,,USA,1,,,,,0,1978,Artificial Intelligence,1,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,John Guttag,,Brown University - USA,Rhode Island,USA,1,,Brown University - USA,Rhode Island,USA,1,,University of Toronto - Canada,,Canada,0,,,,,0,1979,Networks & Communications,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,John Tsitsiklis,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,1980,Operating Systems,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Leslie Kaelbling,,Stanford University - USA,CA,USA,1,,,,,0,,Stanford University - USA,,USA,1,,,,,0,2000,Artificial Intelligence,1,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Luca Daniel,,,,,0,,Universita di Padova - Italy,,Italy,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,2003,Hardware & Architecture,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,M. Frans Kaashoek,,,,,0,,Vrije Universiteit - Netherlands,,Netherlands,0,,Vrije Universiteit - Netherlands,,Netherlands,0,,,,,0,1993,Operating Systems,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Manolis Kellis,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Broad Institute of MIT & Harvard University - USA - USA,MA,USA ,1,2004,Bioinformatics & Computational Biology,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Martin Rinard,,Brown University - USA,Rhode Island,USA,1,,,,,0,,Stanford University - USA,,USA,1,,,,,0,2000,Programming Languages,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Nickolai Zeldovich,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,,Stanford University - USA,,USA,1,,,,,0,,Operating Systems,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Nir Shavit,,Technion-Israel Institute of Technology - Israel,,Israel Institute of Technology - Israel,0,,Technion-Israel Institute of Technology - Israel,,Israel Institute of Technology - Israel,0,,Hebrew University of Jerusalem - Israel,,Israel,0,,,,,0,,Distributed & Parallel Computing,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Pablo Parrilo,,University of Buenos Aires - Argentina,,Argentina,0,,,,,0,,California Institute of Technology - USA,,USA,1,,,,,0,,Software Engineering,7,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Patrick Jaillet,,,,,0,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2002,Algorithms & Theory,2,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Peter Szolovits,,,,,0,,,,,0,,California Institute of Technology - USA,,USA,1,,,,,0,,Artificial Intelligence,1,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Piotr Indyk,,,,,0,,Warsaw University - Poland,,Poland,0,,Stanford University - USA,,USA,1,,,,,0,2000,Algorithms & Theory,2,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Rajeev Ram,,California Institute of Technology - USA,CA,USA,1,,,,,0,,University of California - Santa Barbara - USA,,Santa Barbara - USA,1,,,,,0,2007,Networks & Communications,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Randall Davis,,Dartmouth College - USA,NH,USA,1,,,,,0,,Stanford University - USA,,USA,1,,,,,0,1978,Artificial Intelligence,1,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Regina Barzilay,,,,,0,,,,,0,,Columbia University - USA,,USA,1,,Cornell University - USA,NY,USA,1,2005,Natural Language & Speech,6,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Rob Miller,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Carnegie Mellon University - USA,PA,USA,1,,,,,0,2002,Human-Computer Interaction,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Robert Berwick,,Harvard University - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,,Natural Language & Speech,6,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Robert Morris,,Harvard University - USA,MA,USA,1,,,,,0,,Harvard University - USA,,USA,1,,,,,0,,Networks & Communications,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Ronald Rivest,,Yale University - USA,Connecticut,USA,1,,,,,0,,Stanford University - USA,,USA,1,,INRIA - Rocquencourt - France,,Rocquencourt - France,0,1974,Security & Privacy,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Ronitt Rubinfeld,,University of Michigan - USA,Michigan,USA,1,,,,,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,1998,Algorithms & Theory,2,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Russell Tedrake,,University of Michigan - USA,Michigan,USA,1,,,,,0,,Massachusetts Institute of Technology - USA,,USA,1,,,,,0,2012,Machine Learning & Pattern Recognition,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Saman Amarasinghe,,Cornell University - USA,NY,USA,1,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,,,,0,,Programming Languages,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Samuel Madden,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,University of California - Berkeley - USA,CA,Berkeley - USA,1,,Intel - USA,,USA,1,2004,Databases,5,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Silvio Micali,,University of Rome - La Sapienza - Italy,,La Sapienza - Italy,0,,,,,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,1983,Security & Privacy,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Srini Devadas,,Indian Institute of Technology - Madras - India,,Madras - India,0,,,,,0,,University of California - Berkeley - USA,,Berkeley - USA,1,,,,,0,1988,Hardware & Architecture,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Stephen Ward,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,,Massachusetts Institute of Technology - USA,,USA,1,,,,,0,,Hardware & Architecture,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Tommi Jaakkola,,,,,0,,University of Helsinki - Finland,,Finland,0,,Massachusetts Institute of Technology - USA,,USA,1,,University of California - Santa Cruz - USA,NY,Santa Cruz - USA,1,1998,Machine Learning & Pattern Recognition,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Victor Zue,,University of Florida - USA,,USA,1,,University of Florida - USA,FL,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,,Natural Language & Speech,6,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Vinod Vaikuntanathan,,Indian Institute of Technology - Madras - India,,Madras - India,0,,,,,0,,Massachusetts Institute of Technology - USA,,USA,1,,IBM Research - New York - USA,NY,New York - USA,1,2013,Security & Privacy,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,William Freeman,,Stanford University - USA,CA,USA,1,,Stanford University - USA,CA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2001,Computer Vision,3,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Wojciech Matusik,,University of California - Berkeley - USA,,Berkeley - USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,Massachusetts Institute of Technology - USA,MA,USA,1,,,,,0,2011,Graphics,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Yury Polyanskiy,,,,,0,,Princeton University - USA,NJ,USA,1,,Princeton University - USA,NJ,USA,1,,,,,0,2011,Algorithms & Theory,2,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Fadel Adib,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Pulkit Agrawal,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Akintunde Akinwande,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Mohammad Alizadeh,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jacob Andreas,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Dimitri Antoniadis,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Marc A. Baldo,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Adam Belay,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Karl Berggren,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Dimitri Bertsekas,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Sangeeta Bhatia,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Duane Boning,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Louis Braida,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Guy Bresler,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Tamara Broderick,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Rodney Brooks,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Vladimir Bulovic,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Michael Carbin,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Vincent Chan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Anantha Chandrakasan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,YuFeng (Kevin) Chen,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Adam Chlipala,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Isaac Chuang,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Henry Corriga-Gibbs,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Munther Dahleh,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Constantinos Daskalakis,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jesús del Alamo,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Erik Demaine,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jack Dennis,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,David DeWitt,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Joel Emer,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Dirk R. Englund,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Clifton Fonstad,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,David Forney,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Dennis Freeman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Lawrence Frishkopf,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,James Fujimoto,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Robert Gallager,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Manya Ghobadi,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Shafi Goldwasser,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Polina Golland,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Martha Gray,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,W. Eric L. Grimson,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Alan Grodzinsky,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Peter Hagelstein,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Song Han,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Ruonan Han,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jongyoon Han,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Thomas Heldt,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Qing Hu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Daniel Huttenlocher,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Erich Ippen,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Phillip Isola,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Stefanie Jegelka,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Yael Kalai,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,John Kassakian,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,"James Kirtley, Jr.",,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Leslie Kolodziejski,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jing Kong,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Tim Kraska,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Butler Lampson,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jeffrey Lang,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Hae-Seung (Harry) Lee,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Steven Leeb,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Luqiao Liu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Tomás Lozano-Pérez,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Timothy Lu,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Nancy Lynch,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Aleksander Madry,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Thomas Magnanti,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Muriel Médard,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Sanjoy Mitter,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Stefanie Mueller,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Farnaz Niroui,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jelena Notaros,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Kevin P. O'Brien,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,WillIam D. Oliver,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Alan Oppenheim,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Terry Orlando,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Tomás Palacios,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Ronald Parker,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,"Paul Penfield, Jr.",,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jonathan Ragan-Kelley,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,L. Rafael Reif,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Negar Reiskarimian,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jennifer L.M. Rupp,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jerome Saltzer,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Daniel Sanchez Martin,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Arvind Satyanarayan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Joel Schindall,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Martin A. Schmidt,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Stephen Senturia,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jeffrey Shapiro,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Max Shulaker,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Julian Shun,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Henry Smith,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Charles Sodini,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Armando Solar-Lezama,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Justin Solomon,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,David Sontag,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Suvrit Sra,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Michael Stonebraker,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Vivienne Sze,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Antonio Torralba,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Caroline Uhler,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Joel Voldman,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Cardinal Warde,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Jacob White,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Virginia Williams,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Ryan Williams,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Alan Willsky,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Gerald Wilson,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Gregory Wornell,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Mengjia Yan,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Markus Zahn,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Massachusetts Institute of Technology,Lizhong Zheng,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,,,,,,,,,,,,
Stanford University,Alex Aiken,,Bowling Green State University - USA,Ohio,USA,1,,,,,0,,Cornell University - USA,,USA,1,,,,,0,2003,Scientific Computing,,,1,,,,,,,,,,,,,,,,
Stanford University,Anshul Kundaje,,University of Mumbai - India,,India,0,,Columbia University - USA,NY,USA,1,,Columbia University - USA,NY,USA,1,,,,,0,2013,Bioinformatics & Computational Biology,,,1,,,,,,,,,,,,,,,,
Stanford University,Balaji Prabhakar,,,,,0,,University of California - Los Angeles - USA,,Los Angeles - USA,0,,University of California - Los Angeles - USA,,Los Angeles - USA,1,,,,,0,,Networks & Communications,,,1,,,,,,,,,,,,,,,,
